ISO3,Country / Territory,Year,Event Name,Date of Event (start),Disaster Internal Displacements,Hazard Category,Hazard Type,Hazard Sub Type
PHL,Philippines,2009,Tropical storm 'auring',2009-01-01,200000,Weather related,Storm,Storm
PHL,Philippines,2009,Typhoon  'emong' (chanom),2009-01-01,117000,Weather related,Storm,Storm
PHL,Philippines,2009,Tropical storm 'mirinae' (santi),2009-01-01,115000,Weather related,Storm,Storm
PHL,Philippines,2009,Typhoon 'dante' (kujira),2009-01-01,55000,Weather related,Storm,Storm
PHL,Philippines,2009,Tropical depression 'maring' (mujigae),2009-01-01,41000,Weather related,Storm,Storm
PHL,Philippines,2009,Tropical storm 'isang' (molave),2009-01-01,7300,Weather related,Storm,Storm
PHL,Philippines,2009,Tropical storm labuyo (dujuan),2009-01-01,1500,Weather related,Storm,Storm
PHL,Philippines,2010,,2010-01-01,33000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,384000,Weather related,Flood,Flood
PHL,Philippines,2010,Typhoon megi (juan),2010-01-01,150000,Weather related,Storm,Storm
PHL,Philippines,2010,Typhoon conson (basyang),2010-01-01,137000,Weather related,Storm,Storm
PHL,Philippines,2010,,2010-01-01,80000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,68000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,48000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,40000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,40000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,20000,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,1200,Weather related,Flood,Flood
PHL,Philippines,2010,,2010-01-01,590,Weather related,Flood,Flood
PHL,Philippines,2011,Typhoon quiel (nalgae),2011-01-01,144000,Weather related,Storm,Storm
PHL,Philippines,2011,,2011-01-01,14000,Weather related,Flood,Flood
PHL,Philippines,2011,,2011-01-01,25000,Weather related,Flood,Flood
PHL,Philippines,2011,Tropical storm washi (sendong),2011-01-01,441000,Weather related,Storm,Storm
PHL,Philippines,2011,,2011-01-01,4000,Weather related,Flood,Flood
PHL,Philippines,2011,,2011-01-01,9100,Weather related,Flood,Flood
PHL,Philippines,2011,,2011-01-01,6100,Weather related,Flood,Flood
PHL,Philippines,2011,,2011-01-01,72000,Weather related,Flood,Flood
PHL,Philippines,2011,,2011-01-01,28,Weather related,Flood,Flood
PHL,Philippines,2011,Topical storm juaning (nock-ten),2011-01-01,151000,Weather related,Storm,Storm
PHL,Philippines,2011,Typhoon 'kabayan' (muifa),2011-01-01,14000,Weather related,Storm,Storm
PHL,Philippines,2011,Typhoon bebeng (aere),2011-01-01,91000,Weather related,Storm,Storm
PHL,Philippines,2011,Typhoon pedring (nesat),2011-01-01,168000,Weather related,Storm,Storm
PHL,Philippines,2011,Topical storm 'meari' (falcon),2011-01-01,213000,Weather related,Storm,Storm
PHL,Philippines,2011,Tropical storm ramon (banyan),2011-01-01,18000,Weather related,Storm,Storm
PHL,Philippines,2011,Typhoon mina (nanmadol),2011-01-01,227000,Weather related,Storm,Storm
PHL,Philippines,2011,,2011-01-01,672000,Weather related,Flood,Flood
PHL,Philippines,2011,Typhoon chedeng (songda),2011-01-01,226000,Weather related,Storm,Storm
PHL,Philippines,2012,,2012-01-01,60000,Weather related,Storm,Storm
PHL,Philippines,2012,,2012-01-01,1553000,Weather related,Flood,Flood
PHL,Philippines,2012,,2012-01-01,1932000,Weather related,Storm,Storm
PHL,Philippines,2012,,2012-01-01,55000,Weather related,Storm,Storm
PHL,Philippines,2014,Typhoon rammasun (local name: glenda),2014-07-15,2994000,Weather related,Storm,Storm
PHL,Philippines,2014,Tropical storm lingling (local name: agaton),2014-01-17,400000,Weather related,Storm,Storm
PHL,Philippines,2014,Tropical storm fung-wong (local name: mario),2014-09-19,206000,Weather related,Storm,Storm
PHL,Philippines,2014,Tropical storm jangmi (local name: seniang),2014-12-29,156000,Weather related,Storm,Storm
PHL,Philippines,2014,Floods caused by tropical storm sinlaku (local name: queenie),2014-11-26,7300,Weather related,Flood,Flood
PHL,Philippines,2014,Typhoon kalmaegi (local name: luis),2014-09-12,77000,Weather related,Storm,Storm
PHL,Philippines,2014,Flood following caloy depression,2014-03-19,1600,Weather related,Flood,Flood
PHL,Philippines,2014,Typhoon hagupit (local name: ruby),2014-12-06,1823000,Weather related,Storm,Storm
PHL,Philippines,2014,"Mindanao, north cotabato and maguindanao province flood",2014-08-30,730,Weather related,Flood,Flood
PHL,Philippines,2014,Tropical storm kajiki (local name: basyang),2014-01-30,18000,Weather related,Storm,Storm
PHL,Philippines,2014,Southwest monsoon habagat enhanced by typhoon halong (local name: josé),2014-08-05,6500,Weather related,Storm,Storm
PHL,Philippines,2014,Intertropical convergence zone (itcz),2014-10-07,46000,Weather related,Storm,Storm
PHL,Philippines,2015,Effects of inter-tropical convergence zone,2015-07-30,920,Weather related,Storm,"Storm, inter-tropical convergence zone"
PHL,Philippines,2015,Typhoon mujigae (local name: kabayan),2015-10-01,22000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Storm linfa (local name: egay),2015-07-04,45000,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2015,Typhoon chedeng (local name: maysak),2015-04-04,2800,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Mindanao floods (jun-jul),2015-06-23,3800,Weather related,Flood,Flood
PHL,Philippines,2015,Northeast monsoon,2015-12-20,4800,Weather related,Storm,Monsoon
PHL,Philippines,2015,Typhoon  noul (local name: dodong),2015-05-10,3800,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Southwest monsoon,2015-07-07,5500,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Typhoon koppu (local name: lando),2015-10-14,938000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Tropical depression onyok,2015-12-16,18000,Weather related,Storm,"Storm, tropical, depression"
PHL,Philippines,2015,Typhoon goni (local name: ineng),2015-08-18,318000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Typhoon melor (local name: nona),2015-12-14,743000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2015,Tropical cyclone mekkhala (local name: amang),2015-01-15,115000,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2017,Japan; philippines: typhoon lan (paolo) - 15/10/2017,2017-10-15,130000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2013,Tropical depression shanshan (local name: crising),2013-02-18,223000,Weather related,Storm,Storm
PHL,Philippines,2013,Paniqui tornado,2013-05-03,1100,Weather related,Storm,Storm
PHL,Philippines,2013,Zamboanga del norte flood,2013-01-31,9500,Weather related,Flood,Flood
PHL,Philippines,2013,Typhoon nari (local name. santi),2013-10-08,406000,Weather related,Storm,Storm
PHL,Philippines,2013,Typhoon trami (local name: maring),2013-08-18,1539000,Weather related,Storm,Storm
PHL,Philippines,2013,Zamboanga del sur tornado,2013-05-29,40,Weather related,Storm,Storm
PHL,Philippines,2013,Typhoon haiyan (local name: yolanda),2013-11-08,4095000,Weather related,Storm,Storm
PHL,Philippines,2013,Passi city tornado,2013-04-27,45,Weather related,Storm,Storm
PHL,Philippines,2013,Typhoon utor (local name: labuyo),2013-08-09,129000,Weather related,Storm,Storm
PHL,Philippines,2013,Palawan flood,2013-11-05,27,Weather related,Flood,Flood
PHL,Philippines,2013,Southwest monsoon and low pressure area (lpa),2013-06-16,840,Weather related,Storm,Storm
PHL,Philippines,2013,Tropical depression bising causing flash floods and landlsides,2013-01-08,7900,Weather related,Storm,Storm
PHL,Philippines,2013,Tropical storm auring causing flash floods,2013-01-06,9900,Weather related,Storm,Storm
PHL,Philippines,2013,Intertropical convergence zone (itcz),2013-05-24,3500,Weather related,Flood,Flood
PHL,Philippines,2013,Intertropical convergence zone effects,2013-10-04,124000,Weather related,Storm,Storm
PHL,Philippines,2013,New corella landslide,2013-02-17,700,Weather related,Wet mass movement,Wet mass movement
PHL,Philippines,2013,Tropical storm wutip (l.n. paolo) enhancing southwest monsoon,2013-08-18,65000,Weather related,Storm,Storm
PHL,Philippines,2013,Davao del sur landslide,2013-02-23,100,Weather related,Wet mass movement,Wet mass movement
PHL,Philippines,2013,Iloilo tornado,2013-11-04,150,Weather related,Storm,Storm
PHL,Philippines,2013,Typhoon usagi (l.n. odette),2013-09-16,56000,Weather related,Storm,Storm
PHL,Philippines,2013,Casigura landslide,2013-12-11,53,Weather related,Wet mass movement,Wet mass movement
PHL,Philippines,2013,Tropical storm rumbia (l.n. gorio),2013-06-27,220,Weather related,Storm,Storm
PHL,Philippines,2009,,2009-01-01,10,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,Leyte earthquake (6 july),2017-07-06,16000,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,"Malaysia, philippines: tropical depression urduja / kai-tak - 12/12/2017",2017-12-11,764000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2017,"Philippines: earthquake - glan, sarangani - 29/4/2017",2017-04-29,18,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,Philippines: earthquake - surigao city (caraga) - 10/2/2017,2017-02-10,55000,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,"Philippines, vietnam: typhoon vinta / tembin - december 2017",2017-12-22,435000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2016,Typhoon nida,2016-07-29,8400,Weather related,Storm,
PHL,Philippines,2017,Victoria and oriental mindoro floods,2017-01-03,390,Weather related,Flood,Flood
PHL,Philippines,2016,Southwest monsoon/ habagat season floods,2016-08-08,528000,Weather related,Flood,
PHL,Philippines,2016,Typhoon meranti,2016-09-09,17000,Weather related,Storm,
PHL,Philippines,2016,Flash flood - m'lang,2016-12-13,88,Weather related,Flood,
PHL,Philippines,2016,Cold front - eastern visayas,2016-12-16,66,Weather related,Extreme temperature,
PHL,Philippines,2016,Flash flood - barangay sumbakil,2016-10-11,13,Weather related,Flood,
PHL,Philippines,2016,Flash flood - kalamansig,2016-11-05,340,Weather related,Flood,
PHL,Philippines,2016,Flooding - sultan mastura,2016-08-06,1400,Weather related,Flood,
PHL,Philippines,2016,Flash flood - matalam,2016-06-27,2100,Weather related,Flood,
PHL,Philippines,2016,Flooding - valencia city,2016-06-24,140,Weather related,Flood,
PHL,Philippines,2016,Forest and grass fire,2016-04-02,94,Weather related,Wildfire,
PHL,Philippines,2016,"Eastern, northern, and western samar flash flood",2016-12-16,80000,Weather related,Flood,
PHL,Philippines,2016,Typhoon nock-ten (locally known as: nina),2016-12-23,2592000,Weather related,Storm,
PHL,Philippines,2008,,2008-06-11,1200,Weather related,Storm,Storm
PHL,Philippines,2009,Tropical storm 'soudelor' (gorio),2009-01-01,81000,Weather related,Storm,Storm
PHL,Philippines,2015,Mt bulusan eruption,2015-05-06,570,Geophysical,Volcanic activity,Volcanic eruption
PHL,Philippines,2011,,2011-01-01,2300,Weather related,Flood,Flood
PHL,Philippines,2012,,2012-01-01,71000,Weather related,Storm,Storm
PHL,Philippines,2012,,2012-01-01,187000,Geophysical,Earthquake,Earthquake
PHL,Philippines,2013,Bohol earthquake,2013-10-15,349000,Geophysical,Earthquake,Earthquake
PHL,Philippines,2013,Carmen earthquake,2013-06-01,2600,Geophysical,Earthquake,Earthquake
PHL,Philippines,2016,Sultan kudarat flash flood,2016-11-06,630,Weather related,Flood,
PHL,Philippines,2016,Sinkhole - polomolok,2016-07-28,620,Weather related,Wet mass movement,
PHL,Philippines,2016,Flash flood - zamboanga del norte,2016-12-08,13000,Weather related,Flood,
PHL,Philippines,2016,Tropical cyclone tokage (local name: marce),2016-11-23,77000,Weather related,Storm,
PHL,Philippines,2009,,2009-01-01,16000,Weather related,Flood,Flood
PHL,Philippines,2017,Philippines: floods - maguindanao - 5/5/2017,2017-05-05,321000,Weather related,Flood,Flood
PHL,Philippines,2017,Philippines: flood - cotabato city - 15/7/2017,2017-07-15,2600,Weather related,Flood,Riverine flood
PHL,Philippines,2017,Philippines: tropical depression haikui / salome - 9/11/2017,2017-11-09,2300,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2017,"Philippines: floods - isabela, cagayan - 5/11/2017",2017-11-05,35000,Weather related,Flood,Flood
PHL,Philippines,2017,Philippines: floods - region ix - 15/10/2017,2017-10-15,35000,Weather related,Flood,Flood
PHL,Philippines,2017,"Philippines: storm surge -  region ix, sulu and tawi-tawi (armm) - 15/10/2017",2017-10-15,11000,Weather related,Storm,"Storm, storm surge"
PHL,Philippines,2017,North cotabato floods,2017-06-03,24000,Weather related,Flood,Flood
PHL,Philippines,2017,General santos city flash flood,2017-03-28,5300,Weather related,Flood,Flash flood
PHL,Philippines,2017,Polomolok flash floods,2017-05-17,150,Weather related,Flood,Flash flood
PHL,Philippines,2017,"Rosales, pangasinan tornado",2017-04-26,140,Weather related,Storm,Tornado
PHL,Philippines,2017,Hong-kong/taiwan/china; philippines - typhoon khanun (odette) - 11/10/2017,2017-10-11,6400,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2017,"Philippines: tropical depression auring - caraga, region vii - 07/01/2017",2017-01-07,43000,Weather related,Storm,"Storm, convective"
PHL,Philippines,2017,Mabini and batangas earthquake,2017-04-08,30000,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,Tropical depression crising,2017-04-14,6800,Weather related,Storm,"Storm, convective"
PHL,Philippines,2017,Negros occidental tornado,2017-06-15,240,Weather related,Storm,Tornado
PHL,Philippines,2017,Philippines: earthquake - lanao del sur - 24/9/2017,2017-09-24,240,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,Sultan kudarat floods,2017-06-03,11000,Weather related,Flood,Flood
PHL,Philippines,2017,"Philippines: landslide - davao city, region xi - 6/10/2017",2017-10-05,190,Geophysical,Dry mass movement,"Mass movement, landslide"
PHL,Philippines,2017,Philippines: landslide - boljoon - 27/10/2017,2017-10-27,180,Geophysical,Dry mass movement,"Mass movement, landslide"
PHL,Philippines,2017,Palawan landslide,2017-05-29,220,Geophysical,Dry mass movement,"Mass movement, landslide"
PHL,Philippines,2017,Philippines - flash flood - zamboanga sibugay province - 27/7/2017,2017-07-27,15000,Weather related,Flood,Flash flood
PHL,Philippines,2017,Leyte landslide (6 july),2017-07-06,900,Geophysical,Dry mass movement,"Mass movement, landslide"
PHL,Philippines,2017,Philippines: flood - davao city - 11/9/2017,2017-09-11,90,Weather related,Flood,Flood
PHL,Philippines,2017,Philippines: earthquake - leyte - 23/8/2017,2017-08-23,5,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,"Philippines: floods - negros occidental, western visayas - 22/9/2017",2017-09-22,8000,Weather related,Flood,Flood
PHL,Philippines,2017,Philippines: flashflood - south cotabato - 2/10/2017,2017-10-02,27,Weather related,Flood,Flash flood
PHL,Philippines,2017,Philippines: continuous rain - caraga - 18/10/2017,2017-10-18,79,Weather related,Storm,Storm
PHL,Philippines,2017,Typhoon pakhar - 24/8/2017,2017-08-24,8200,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2017,Lanao del sur earthquake - 12/4/2017,2017-04-12,230,Geophysical,Earthquake,Earthquake
PHL,Philippines,2017,Philippines: flash floods - glan/sarangani - 13/5/2017,2017-05-13,140,Weather related,Flood,Flash flood
PHL,Philippines,2017,Philippines: floods - visayas; mindanao - 15/01/2017,2017-01-15,518000,Weather related,Flood,Flood
PHL,Philippines,2018,Philippines: tropical depression usman - 28/12/2018,2018-12-28,98000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2018,Philippines: earthquake - manay davao oriental - 8/9/2018,2018-09-08,4,Geophysical,Earthquake,Earthquake
PHL,Philippines,2018,"Cambodia, laos, thailand, philippines, vietnam: southwest monsoon (habagat) / tropical cyclone son-tinh / henry / josie - 15/7/2018",2018-07-15,902000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2018,"Philippines: southwest monsoon (ts karding-yagi / ts leepi / td rumbia / ts soulik / typhoon cimaron) - ncr, region i, region iii, calabarzon, car - 12/8/2018",2018-08-12,184000,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2018,"China, guam, northern mariana islands, philippines, thailand: typhoon mangkhut - 7/9/2018",2018-09-07,1571000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2018,"Guam, northern mariana islands, philippines: super typhoon yutu - 24/10/2018",2018-10-24,439000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2018,Philippines: landslide - eastern samar - 27/11/2018,2018-11-27,350,Weather related,Wet mass movement,"Landslide, avalanche"
PHL,Philippines,2018,"Vietnam, philippines: tropical cyclone 33w / tropical storm usagi / tropical depression samuel - 13/11/2018",2018-11-13,32000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2018,Philippines: tropical storm basyang / sanba - 11/2/2018,2018-02-11,149000,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2018,Philippines: landslide - jipapad (eastern samar) - 27/11/2018,2018-11-27,350,Weather related,Wet mass movement,"Landslide, avalanche"
PHL,Philippines,2018,Philippines: flooding - maguindanao (armm) - 2/6/2018,2018-06-02,200000,Weather related,Flood,Flood
PHL,Philippines,2018,Philippines: landslide - naga - cebu (region vii) - 20/9/2018,2018-09-20,7400,Weather related,Wet mass movement,"Landslide, avalanche"
PHL,Philippines,2018,Philippines: tropical depression agaton - 1/1/2018,2018-01-01,47000,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2018,"Philippines: cold front - region vi, viii, x, xi - 14/1/2018",2018-01-14,26000,Weather related,Flood,Flood
PHL,Philippines,2018,Philippines: landslide - capiz (region vi) - 15/1/2018,2018-01-15,170,Weather related,Wet mass movement,"Landslide, avalanche"
PHL,Philippines,2018,Philippines: flash flood - polomok (south cotabato) - 3/2/2018,2018-02-03,260,Weather related,Flood,Flash flood
PHL,Philippines,2018,Philippines: flood - sultan kudarat - 13/7/2018,2018-07-13,15000,Weather related,Flood,Flood
PHL,Philippines,2018,Philippines: southwest monsoon (habagat) - mindanao - 12/7/2018,2018-07-12,420,Weather related,Storm,Storm
PHL,Philippines,2018,Philippines: earthquake - bukidnon (north mindanao) - 15/3/2018,2018-03-15,150,Geophysical,Earthquake,Earthquake
PHL,Philippines,2018,"Philippines: southwest monsoon (enhanced by td luis) - region 1, car - 25/8/2018",2018-08-25,7700,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2018,"Philippines: flash flood - kabacan, north cotabato (region xii) - 30/6/2018",2018-06-30,17000,Weather related,Flood,Flash flood
PHL,Philippines,2018,Philippines: tornado/whirlwind - valencia city (bukidnon) - 30/4/2018,2018-04-30,73,Weather related,Storm,Tornado
PHL,Philippines,2018,"Philippines: rogue wave - general santos, south cotabato (region xii) - 25/12/2018",2018-12-25,170,Weather related,Wet mass movement,"Wave action, rogue wave"
PHL,Philippines,2018,Philippines: flood - datu montawal (maguindanao) - 23/10/2018,2018-10-23,14000,Weather related,Flood,Flood
PHL,Philippines,2018,"Philippines: southwest monsoon (incl. tropical depression ""domeng"" / maliksi) - 5/6/2018",2018-06-05,1500,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2019,Philippines: flash flood - davao (davao oriental) - 22/01/2019,2019-01-22,106000,Weather related,Flood,Flash flood
PHL,Philippines,2019,Philippines: rogue waves - davao - 4/8/2019,2019-08-04,3400,Weather related,Wet mass movement,"Wave action, rogue wave"
PHL,Philippines,2019,Philippines: earthquake - mindanao (bukidnon) - 18/11/2019,2019-11-18,1900,Geophysical,Earthquake,Earthquake
PHL,Philippines,2019,"Philippines: tropical depression kalmaegi (locally ""ramon"") - cagayan valley, car, bicol - 12/11/2019",2019-11-12,28000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2019,"Philippines: tropical depression ""kabayan"" - ilocos norte - 1/9/2019",2019-09-01,27,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2019,Philippines: flash flood - pantukan (compostela valley) - 13/8/2019,2019-08-13,32000,Weather related,Flood,Flash flood
PHL,Philippines,2019,Guam (usa); philippines: typhoon kammuri (locally named tisoy) - 26/11/2019,2019-11-24,1424000,Weather related,Storm,"Storm, tropical, typhoon"
PHL,Philippines,2019,Philippines: flash flood - lutayan (sultan kudarat) - 22/7/2019,2019-07-22,1100,Weather related,Flood,Flash flood
PHL,Philippines,2019,Philippines: flooding - maguindanao (datu salibo; sultan sa barongis) - 6/6/2019,2019-06-06,45000,Weather related,Flood,Flood
PHL,Philippines,2019,Philippines: landslide - region vi/western visayas (antique) - 15/9/2019,2019-09-15,140,Weather related,Wet mass movement,"Landslide, avalanche"
PHL,Philippines,2019,Philippines: tornado - abra - 9/8/2019,2019-08-09,35,Weather related,Storm,Tornado
PHL,Philippines,2019,Philippines: flooding/landslides - davao (region xi) - 26/1/2019,2019-01-26,580000,Weather related,Flood,Flood
PHL,Philippines,2019,"Japan; philippines; taiwan: tropical storm danas (locally ""falcon"") - 15/7/2019",2019-07-15,28000,Weather related,Storm,"Storm, tropical"
PHL,Philippines,2019,"Philippines: storm - tacurong, sultan kudarat (region xii) - 9/4/2019",2019-04-09,560,Weather related,Storm,Storm
PHL,Philippines,2019,Philippines: tornado - paluan (occidental mindoro) - 8/8/2019,2019-08-08,180,Weather related,Storm,Tornado
PHL,Philippines,2019,Philippines: tornado - bulacan - 20/6/2019,2019-06-20,21,Weather related,Storm,Tornado
PHL,Philippines,2019,Philippines: tropical depression marilyn - 14/9/2019,2019-09-13,13000,Weather related,Storm,"Storm, tropical, cyclone"
PHL,Philippines,2019,Philippines: riverine flood (talomo river) - davao city (mindanao) - 28/8/2019,2019-08-28,17000,Weather related,Flood,Flood
PHL,Philippines,2019,Philippines: flood - davao city (davao del sur) - 24/10/2019,2019-10-24,1200,Weather related,Flood,Flood
PHL,Philippines,2019,Philippines: flash flood - south cotabato - 31/10/2019,2019-10-31,210,Weather related,Flood,Flash flood
